uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	HI	OE	new_oe	drlps_drivers	drpls_clients	dr_all_phase_sep
Q06815	17.84	20.47	9.5	MRL1 YPR079W	NA	NA	NA	NA	NA	NA	NA
Q06817	4.53	1.61	24.7	GRS2 YPR081C	NA	NA	NA	NA	NA	NA	NA
Q06819	4.19	0	1.2	DIB1 CDH1 SNU16 YPR082C P9513.12	NA	NA	NA	NA	NA	NA	NA
Q06820	46.28	47.66	5.27	MDM36 YPR083W	NA	NA	NA	NA	NA	NA	NA
Q06821	17.1	9.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06822	12.18	2.7	3.23	ASA1 YPR085C	NA	NA	NA	NA	NA	NA	NA
Q06833	50.64	34.67	50.3	NVJ2 YPR091C	NA	NA	NA	NA	NA	NA	NA
Q06834	29.16	5.55	1.76	ASR1 YPR093C	NA	NA	NA	NA	NA	NA	NA
Q06835	2.8	0	8.71	RDS3 YPR094W P9513.2	NA	NA	NA	NA	NA	NA	NA
Q06836	55.79	38.9	5.7	SYT1 YPR095C P9513.17	NA	NA	NA	NA	NA	1	1
Q06839	30.47	17.24	35.9	YPR097W	NA	NA	NA	NA	NA	NA	NA
Q06891	1.65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06892	17.63	7.97	36.5	POS5 YPL188W	NA	NA	NA	NA	NA	NA	NA
Q06991	16.73	0	54.2	PUN1 YLR414C	YLR414C	NA	1	NA	NA	NA	NA
Q07074	18.3	23.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07084	59.97	43.96	19.6	SSK1 YLR006C	YLR006C	NA	1	NA	NA	NA	NA
Q07349	7.61	0.23	13.2	MRX9 YDL027C D2800	NA	NA	NA	NA	NA	NA	NA
Q07350	18.04	19.92	27.7	PRP11 PRP10 RNA11 YDL043C D2711	YDL043C	1	NA	1	NA	NA	NA
Q07351	59.18	53.06	6.69	STP4 YDL048C D2690	NA	NA	NA	NA	NA	NA	NA
Q07355	21.13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07362	50.81	82.7	93.9	PBP4 YDL053C D2574	NA	NA	NA	NA	NA	1	1
Q07376	17.69	1.44	2.28	MCH1 YDL054C	NA	NA	NA	NA	NA	NA	NA
Q07379	1.82	1.21	1.63	YDL057W	NA	NA	NA	NA	NA	NA	NA
Q07381	31.09	23.47	49.2	TSR1 YDL060W	NA	NA	NA	NA	NA	NA	NA
Q07395	16.61	5.48	31.2	SYO1 YDL063C	NA	NA	NA	NA	NA	NA	NA
Q07410	4.25	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07418	60.81	83.62	88.5	PEX19 PAS12 YDL065C D2528	NA	NA	NA	NA	NA	NA	NA
Q07435	0.91	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07438	0.8	0	0.23	YDL071C	NA	NA	NA	NA	NA	NA	NA
Q07442	54.07	39.81	33.9	BDF2 YDL070W	NA	NA	NA	NA	NA	NA	NA
Q07451	15.76	6.4	123	YET3 YDL072C	NA	NA	NA	NA	NA	NA	NA
Q07454	34.45	8.84	3.48	YDL073W	NA	NA	NA	NA	NA	NA	NA
Q07457	19.28	17.14	69.8	BRE1 YDL074C	NA	NA	NA	NA	NA	NA	NA
Q07458	26.19	23.46	31.1	RXT3 YDL076C	NA	NA	NA	NA	NA	NA	NA
Q07468	13.34	1.04	6.02	VAM6 CVT4 VPL18 VPL22 VPS39 YDL077C	NA	NA	NA	NA	NA	NA	NA
Q07471	7.22	3.44	21.1	THI3 KID1 YDL080C	NA	NA	NA	NA	NA	NA	NA
Q07478	12.1	13.45	777	SUB2 YDL084W	YDL084W	NA	1	NA	NA	NA	NA
Q07500	11.55	1.1	5.35	NDE2 NDH2 YDL085W	NA	NA	NA	NA	NA	NA	NA
Q07505	0.36	0.36	38.6	YDL086W	NA	NA	NA	NA	NA	1	1
Q07508	8.04	10.34	23.8	LUC7 EPE1 EXM2 YDL087C	NA	NA	NA	NA	NA	NA	NA
Q07509	4.73	0	1.75	YDL094C	NA	NA	NA	NA	NA	NA	NA
Q07521	5.55	0	1.71	OPI6 YDL096C	NA	NA	NA	NA	NA	NA	NA
Q07527	6.96	0.69	43.8	TRM3 YDL112W	NA	NA	NA	NA	NA	NA	NA
Q07528	39.06	34.53	10.6	ATG20 CVT20 SNX42 YDL113C	NA	NA	NA	NA	NA	NA	NA
Q07530	12.01	3.89	3.5	YDL114W	NA	NA	NA	NA	NA	NA	NA
Q07532	56.37	51.27	12	IWR1 YDL115C	NA	NA	NA	NA	NA	NA	NA
Q07533	42.82	23.5	5.07	CYK3 YDL117W	YDL117W	NA	1	NA	NA	NA	NA
Q07534	13.02	1.95	16.1	HEM25 YDL119C	YDL119C	NA	1	NA	NA	NA	NA
Q07535	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07540	35.63	4.02	24.4	YFH1 YDL120W	NA	NA	NA	NA	NA	NA	NA
Q07541	31.54	10.73	70.9	EXP1 YDL121C	NA	NA	NA	NA	NA	NA	NA
Q07549	50	33.57	78.6	SNA4 YDL123W	NA	NA	NA	NA	NA	NA	NA
Q07551	1.28	0.32	224	YDL124W D2240	NA	NA	NA	NA	NA	NA	1
Q07555	50.85	68.38	5.21	YDL129W	YDL129W	NA	1	NA	NA	NA	NA
Q07560	21.2	0.7	7.91	CRD1 CLS1 YDL142C	NA	NA	NA	NA	NA	NA	NA
Q07589	4.21	0	64.8	YDL144C	NA	NA	NA	NA	NA	NA	NA
Q07613	1.83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07622	38.84	34.99	5.58	ACK1 YDL203C D1066	YDL203C	NA	1	NA	NA	NA	NA
Q07623	52	82.66	116	NOP6 YDL213C D1018	NA	NA	NA	NA	NA	1	1
Q07629	44.16	39.11	1.65	YDL218W	NA	NA	NA	NA	NA	NA	NA
Q07648	0	0	54.6	DTD1 YDL219W	NA	NA	NA	NA	NA	NA	NA
Q07649	1.63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07651	32.68	20.71	7.92	FMP45 YDL222C	NA	NA	NA	NA	NA	NA	NA
Q07653	99.71	100	36.4	HBT1 Crem YDL223C	NA	NA	NA	NA	NA	NA	NA
Q07655	71.8	59.16	27.1	WHI4 YDL224C D0839	YDL224C	NA	1	NA	NA	NA	NA
Q07657	37.74	38.11	125	SHS1 SEP7 YDL225W	YDL225W	NA	1	NA	NA	1	1
Q07658	9.85	0.93	1.47	YDL228C	NA	NA	NA	NA	NA	NA	NA
Q07660	21.51	6.22	2.74	BRE4 YDL231C	NA	NA	NA	NA	NA	NA	NA
Q07684	50.21	38.64	8.95	MFG1 YDL233W	NA	NA	NA	NA	NA	NA	NA
Q07688	19.76	0.59	82.6	YPD1 YDL235C D0790	NA	NA	NA	NA	NA	NA	NA
Q07716	7.17	0	40.7	AIM6 YDL237W	NA	NA	NA	NA	NA	NA	NA
Q07729	7.36	5.31	3.83	GUD1 YDL238C	NA	NA	NA	NA	NA	NA	NA
Q07732	25.18	35.18	1.63	ADY3 YDL239C	YDL239C	NA	1	NA	NA	1	1
Q07738	2.43	0.81	8.77	YDL241W	NA	NA	NA	NA	NA	NA	NA
Q07746	8.54	7.69	1.74	YDL242W	NA	NA	NA	NA	NA	NA	NA
Q07747	5.77	6.99	1.33	AAD4 YDL243C	NA	NA	NA	NA	NA	NA	NA
Q07748	0.58	0	1.64	THI13 YDL244W	NA	NA	NA	NA	NA	NA	NA
Q07786	1.12	1.12	1.52	SOR2 YDL246C	NA	NA	NA	NA	NA	NA	NA
Q07788	10.18	0	4.59	COS7 YDL248W	NA	NA	NA	NA	NA	NA	NA
Q07790	0.76	0	1.45	YDR053W	NA	NA	NA	NA	NA	NA	NA
Q07791	36.21	35.14	1.04	TY2B-DR3 YDRWTy2-3 POL YDR261W-B YD9320A.14	NA	NA	NA	NA	NA	NA	NA
Q07793	41.02	36.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07794	12.15	5.27	11.7	RTT109 KIM2 REM50 YLL002W L1377	NA	NA	NA	NA	NA	NA	NA
Q07798	10.48	0	1.37	SPO75 YLL005C L1361	YLL005C	NA	1	NA	NA	NA	NA
Q07799	11.42	3.45	7.99	LMO1 YLL007C L1353	NA	NA	NA	NA	NA	NA	NA
Q07800	53.62	54.56	51.7	PSR1 YLL010C L1341	NA	NA	NA	NA	NA	NA	NA
Q07804	18.15	3.66	62.7	YEH1 YLL012W L1329	NA	NA	NA	NA	NA	NA	NA
Q07807	58.7	43.57	60.7	PUF3 YLL013C L1325	NA	NA	NA	NA	NA	NA	NA
Q07811	2.97	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07821	56.39	26.4	28.6	ISA1 YLL027W	YLL027W	NA	1	NA	NA	NA	NA
Q07824	17.4	15.18	59.3	TPO1 YLL028W L0939	YLL028W	NA	1	NA	NA	NA	NA
Q07825	13.48	6.14	41.6	FRA1 YLL029W	NA	NA	NA	NA	NA	NA	NA
Q07829	0.88	0	1.4	RRT7 YLL030C L0932	NA	NA	NA	NA	NA	NA	NA
Q07830	6.68	0.78	19	GPI13 MPC1 YLL031C	NA	NA	NA	NA	NA	NA	NA
Q07834	16.72	7.39	25.7	YLL032C	NA	NA	NA	NA	NA	NA	NA
Q07843	3.04	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07844	38.11	21.02	68.8	RIX7 YLL034C	NA	NA	NA	NA	NA	1	1
Q07845	12.81	7.12	0.17	GRC3 YLL035W	NA	NA	NA	NA	NA	NA	NA
Q07865	0.79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07872	37.65	48.17	30.1	ENT4 YLL038C	NA	NA	NA	NA	NA	NA	NA
Q07878	24.49	8.07	57.7	VPS13 SOI1 VPT2 YLL040C	NA	NA	NA	NA	NA	1	1
Q07879	0	0	1.44	ATG10 APG10 YLL042C	NA	NA	NA	NA	NA	NA	NA
Q07880	0.67	0	1.43	YLL044W L0725	YLL044W	NA	1	NA	NA	NA	NA
Q07881	4.72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07887	1.67	0	0.666	LDB18 YLL049W	NA	NA	NA	NA	NA	NA	NA
Q07888	27.87	18.41	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07895	11.83	3.82	8.87	YLR001C L1388	NA	NA	NA	NA	NA	NA	NA
Q07896	24.28	30.61	106	NOC3 YLR002C	NA	NA	NA	NA	NA	1	1
Q07897	28.86	27.14	33	CMS1 YLR003C	NA	NA	NA	NA	NA	NA	NA
Q07904	11.85	1.91	1.41	THI73 YLR004C	NA	NA	NA	NA	NA	NA	NA
Q07913	9.52	0	0.147	NSE1 YLR007W	NA	NA	NA	NA	NA	NA	NA
Q07914	19.64	20.23	53.6	PAM18 TIM14 YLR008C	NA	NA	NA	NA	NA	NA	NA
Q07915	27.63	22.61	2.12	RLP24 YLR009W	YLR009W	1	NA	1	NA	NA	NA
Q07921	1.25	0	1.67	TEN1 YLR010C	NA	NA	NA	NA	NA	NA	NA
Q07923	0	0	12.4	LOT6 YLR011W	NA	NA	NA	NA	NA	NA	NA
Q07927	3.03	0	1.3	YLR012C	NA	NA	NA	NA	NA	NA	NA
Q07928	38.29	3.54	1.57	GAT3 YLR013W	YLR013W	NA	1	NA	NA	NA	NA
Q07930	13.23	5.39	12.4	PML1 YLR016C L1591	YLR016C	NA	1	NA	NA	NA	NA
Q07938	7.41	3.26	126	MEU1 YLR017W L1595	NA	NA	NA	NA	NA	1	1
Q07949	50.88	51.63	1.62	PSR2 YLR019W	NA	NA	NA	NA	NA	NA	NA
Q07950	15.42	15.98	21	YEH2 YLR020C	NA	NA	NA	NA	NA	NA	NA
Q07951	10.61	10.61	14	IRC25 DMP2 POC3 YLR021W	NA	NA	NA	NA	NA	NA	NA
Q07953	8.4	1.2	155	SDO1 YLR022C	NA	NA	NA	NA	NA	NA	NA
Q07959	30.38	10.49	0.516	IZH3 YLR023C	NA	NA	NA	NA	NA	NA	NA
Q07963	20.13	4.7	2.94	UBR2 YLR024C	NA	NA	NA	NA	NA	NA	NA
Q07967	11.4	60.45	0.087	YLR030W	NA	NA	NA	NA	NA	NA	NA
Q07978	13.97	1.07	1.3	YLR031W	NA	NA	NA	NA	NA	NA	NA
Q07979	33.46	19.52	482	RSC58 YLR033W	NA	NA	NA	NA	NA	NA	NA
Q07980	40.43	27.48	5.71	MLH2 YLR035C	NA	NA	NA	NA	NA	NA	NA
Q07986	14.77	0	8.76	YLR036C	NA	NA	NA	NA	NA	NA	NA
Q07987	29.03	0	1.8	PAU23 DAN2 YLR037C L1909	NA	NA	NA	NA	NA	NA	NA
Q07988	46.87	9.37	0.013	AFB1 YLR040C	NA	NA	NA	NA	NA	NA	NA
Q07989	4.71	10.37	1.42	YLR041W L1925	NA	NA	NA	NA	NA	NA	NA
Q07990	14.9	15.52	131	YLR042C	NA	NA	NA	NA	NA	NA	NA
Q07992	2.4	0	1.55	BUD28 YLR062C	NA	NA	NA	NA	NA	NA	NA
Q07993	1.12	1.12	2.13	XYL2 YLR070C	NA	NA	NA	NA	NA	NA	NA
Q08001	55.84	19.19	7.92	LAM6 LTC1 YLR072W	NA	NA	NA	NA	NA	NA	NA
Q08003	29	10.5	5.78	RFU1 YLR073C	NA	NA	NA	NA	NA	NA	NA
Q08004	31.32	45.78	114	BUD20 YLR074C	NA	NA	NA	NA	NA	NA	NA
Q08018	5.71	10	0.251	YLR076C L2345	NA	NA	NA	NA	NA	NA	NA
Q08023	14.23	4.11	5.88	FMP25 YLR077W	NA	NA	NA	NA	NA	NA	NA
Q08027	2.29	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08032	15.38	15.07	15.2	CDC45 SLD4 YLR103C L8004.11	NA	NA	NA	NA	NA	NA	NA
Q08045	32.06	4.58	20	LCL2 YLR104W	NA	NA	NA	NA	NA	NA	NA
Q08054	73.31	36.95	9.5	CSI2 YOL007C	NA	NA	NA	NA	NA	NA	NA
Q08058	16.42	0.96	1.43	COQ10 YOL008W	NA	NA	NA	NA	NA	NA	NA
Q08096	1.9	0	123	RCL1 RTC1 YOL010W	NA	NA	NA	NA	NA	1	1
Q08108	14.57	3.35	7.48	PLB3 YOL011W	NA	NA	NA	NA	NA	NA	NA
Q08109	35.93	23.77	20.2	HRD1 DER3 YOL013C	NA	NA	NA	NA	NA	NA	NA
Q08110	0.8	0	0.182	YOL014W	NA	NA	NA	NA	NA	NA	NA
Q08118	11.6	20.3	2.78	IRC10 YOL015W	YOL015W	NA	1	NA	NA	NA	NA
Q08119	34.73	27.73	4.87	ESC8 YOL017W	NA	NA	NA	NA	NA	NA	NA
Q08144	36.02	19.14	3.49	TLG2 YOL018C	NA	NA	NA	NA	NA	NA	NA
Q08157	67.33	55.89	11	YOL019W	YOL019W	NA	1	NA	NA	NA	NA
Q08162	10.38	4.39	80.9	DIS3 RRP44 YOL021C O2197	YOL021C	1	NA	1	NA	1	1
Q08172	6.97	0	1.8	YOL024W	NA	NA	NA	NA	NA	NA	NA
Q08176	47.78	4.42	0.018	MIM1 TOM13 YOL026C	NA	NA	NA	NA	NA	NA	NA
Q08179	40.48	28.09	144	MDM38 YOL027C	YOL027C	NA	1	NA	NA	NA	NA
Q08182	63.26	77.14	14.2	YAP7 YOL028C	NA	NA	NA	NA	NA	NA	NA
Q08187	40.79	17.41	1.57	YOL029C	NA	NA	NA	NA	NA	NA	NA
Q08193	27.47	23.14	119	GAS5 YOL030W	NA	NA	NA	NA	NA	NA	NA
Q08199	21.61	6.41	28.9	SIL1 PER100 SLS1 YOL031C	NA	NA	NA	NA	NA	NA	NA
Q08202	29.26	14.63	74.9	OPI10 YOL032W	NA	NA	NA	NA	NA	NA	NA
Q08204	6.12	8.96	19.3	SMC5 YOL034W	NA	NA	NA	NA	NA	NA	NA
Q08205	11.11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08206	86.07	78.31	2.03	YOL036W	NA	NA	NA	NA	NA	NA	NA
Q08207	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08208	57.73	51.85	200	NOP12 YOL041C	NA	NA	NA	NA	NA	1	1
Q08213	0	0	33	NGL1 YOL042W	NA	NA	NA	NA	NA	NA	NA
Q08214	31.57	5.52	2.76	NTG2 SCR2 YOL043C	NA	NA	NA	NA	NA	NA	NA
Q08215	19.58	7.31	8.19	PEX15 PAS21 YOL044W	NA	NA	NA	NA	NA	NA	NA
Q08216	1.78	4.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08217	44.23	11.35	20	PSK2 YOL045W	NA	NA	NA	NA	NA	NA	NA
Q08218	29.49	4.77	3.35	LDS2 YOL047C	NA	NA	NA	NA	NA	NA	NA
Q08219	11.98	0.29	8.93	RRT8 YOL048C	NA	NA	NA	NA	NA	NA	NA
Q08220	0.2	1.62	65.1	GSH2 YOL049W	NA	NA	NA	NA	NA	NA	1
Q08222	6.6	1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08223	6.58	15.44	5.48	AIM39 YOL053W O1269	NA	NA	NA	NA	NA	NA	NA
Q08224	2.35	0	4.44	THI20 YOL055C O1239	NA	NA	NA	NA	NA	NA	NA
Q08225	0.14	0.28	53.2	YOL057W O1232	NA	NA	NA	NA	NA	NA	NA
Q08226	18.07	5.64	2.11	CRT10 YOL063C	NA	NA	NA	NA	NA	NA	NA
Q08227	2.34	0	12.5	INP54 YOL065C	NA	NA	NA	NA	NA	NA	NA
Q08229	81.43	80.43	31	NBA1 YOL070C	NA	NA	NA	NA	NA	NA	NA
Q08230	30.24	0	42.7	SDH5 EMI5 YOL071W	NA	NA	NA	NA	NA	NA	NA
Q08231	2.85	0	11.6	THP1 BUD29 YOL072W O1140	NA	NA	NA	NA	NA	NA	1
Q08232	27.95	19.25	1.3	DSC2 YOL073C	NA	NA	NA	NA	NA	NA	NA
Q08234	10.2	3.86	17.3	YOL075C YOL074C	YOL075C	NA	1	NA	NA	NA	NA
Q08235	13.74	13.4	174	BRX1 YOL077C	NA	NA	NA	NA	NA	1	1
Q08236	63.6	53.14	8.22	AVO1 YOL078W O1110	NA	NA	NA	NA	NA	NA	NA
Q08237	36.33	30.79	44.4	REX4 YOL080C	YOL080C	NA	1	NA	NA	1	1
Q08238	7.57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08240	1.22	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08241	0.85	0	1.88	YOL106W O0751	NA	NA	NA	NA	NA	NA	NA
Q08245	10.61	88.49	844	ZEO1 YOL109W O0738	NA	NA	NA	NA	NA	NA	NA
Q08259	2.94	0	1.62	YOL118C O0573	NA	NA	NA	NA	NA	NA	NA
Q08268	18.76	2.99	7.01	MCH4 YOL119C	NA	NA	NA	NA	NA	NA	NA
Q08269	59.95	48.19	8.02	ALR1 YOL130W	YOL130W	NA	1	NA	NA	NA	NA
Q08270	23.14	44.44	1.97	YOL131W	NA	NA	NA	NA	NA	NA	NA
Q08271	18.25	7	0.013	GAS4 YOL132W	NA	NA	NA	NA	NA	NA	NA
Q08272	1.55	0	10.4	YOL134C AOE129 O0508	NA	NA	NA	NA	NA	NA	NA
Q08273	24.79	20.66	7.78	HRT1 RBX1 ROC1 YOL133W	NA	NA	NA	NA	NA	1	1
Q08278	17.11	26.12	55.4	MED7 YOL135C	NA	NA	NA	NA	NA	NA	NA
Q08280	20.32	4.42	5.1	BSC6 YOL137W	NA	NA	NA	NA	NA	NA	NA
Q08281	52.05	39	8.16	RTC1 SEA2 YOL138C	YOL138C	NA	1	NA	NA	1	1
Q08282	5.46	2.01	15.5	PPM2 TYW4 YOL141W	NA	NA	NA	NA	NA	NA	NA
Q08285	0.83	0.41	80.4	RRP40 YOL142W	NA	NA	NA	NA	NA	1	1
Q08287	41.11	41.11	371	NOP8 YOL144W	NA	NA	NA	NA	NA	1	1
Q08293	4.85	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08295	1.35	6.45	6.03	IMA2 YOL157C	NA	NA	NA	NA	NA	NA	NA
Q08299	8.74	1.98	4.44	ENB1 ARN4 YOL158C	NA	NA	NA	NA	NA	NA	NA
Q08300	7.6	9.94	1.46	CSS3 YOL159C	NA	NA	NA	NA	NA	NA	NA
Q08321	0.88	0	1.48	YOL160W O0250	NA	NA	NA	NA	NA	NA	NA
Q08322	27.5	0	1.35	PAU20 YOL161C	NA	NA	NA	NA	NA	NA	NA
Q08347	2.94	0.3	0.112	BDS1 YOL164W	NA	NA	NA	NA	NA	NA	NA
Q08361	9.79	4.89	1.46	AAD15 YOL165C	NA	NA	NA	NA	NA	NA	NA
Q08373	1.78	0	1.07	YOL166C O0201	NA	NA	NA	NA	NA	NA	NA
Q08387	12.39	1.69	3.67	DNL4 LIG4 YOR005C UND407 UNE452	NA	NA	NA	NA	NA	NA	NA
Q08409	11.69	1.79	12.2	AUS1 YOR011W	NA	NA	NA	NA	NA	NA	NA
Q08411	4.19	0	1.51	YOR041C O2760	NA	NA	NA	NA	NA	NA	NA
Q08412	71.77	95.37	70.2	CUE5 YOR042W	NA	NA	NA	NA	NA	NA	NA
Q08416	1.27	1.27	39.5	IRC23 YOR044W	NA	NA	NA	NA	NA	NA	NA
Q08417	28.27	0	1.77	RSB1 YOR049C O2787	NA	NA	NA	NA	NA	NA	NA
Q08419	7.82	6.95	20.4	YOR050C O2790 YOR29-01	NA	NA	NA	NA	NA	NA	NA
Q08421	17.71	21.84	201	ETT1 YOR051C YOR29-02	NA	NA	NA	NA	NA	1	1
Q08422	52.66	56.66	73.3	TMC1 YOR052C YOR29-03	NA	NA	NA	NA	NA	NA	NA
Q08428	43.36	46.9	1.49	YOR053W O2799 YOR29-04	NA	NA	NA	NA	NA	NA	NA
Q08438	61.72	65.72	3.73	VHS3 YOR054C YOR29-05	NA	NA	NA	NA	NA	NA	NA
Q08439	0.69	0	2.12	YOR055W O2803 YOR29-06	NA	NA	NA	NA	NA	NA	NA
Q08444	27.01	43.79	90.2	NOB1 YOR056C YOR29-07	NA	NA	NA	NA	NA	NA	NA
Q08446	15.18	27.84	31.1	SGT1 YOR057W YOR29-08	NA	NA	NA	NA	NA	NA	NA
Q08448	18.66	0	10.2	LPL1 YOR059C YOR29-10	NA	NA	NA	NA	NA	NA	NA
Q08457	7.39	0	19.8	SLD7 YOR060C YOR29-11	NA	NA	NA	NA	NA	1	1
Q08465	36.52	14.15	7.74	YNG1 YOR064C YOR29-15	NA	NA	NA	NA	NA	NA	NA
Q08471	87.91	83.94	1.99	MSA1 YOR066W YOR29-17	YOR066W	NA	1	NA	NA	NA	NA
Q08474	0	0	1.34	VAM10 YOR068C YOR29-19	NA	NA	NA	NA	NA	NA	NA
Q08484	38.93	40.5	4.78	GYP1 YOR070C YOR29-21	NA	NA	NA	NA	NA	NA	NA
Q08485	15.38	2.84	2.4	NRT1 THI71 YOR071C YOR29-22	NA	NA	NA	NA	NA	NA	NA
Q08486	2.88	0	1.51	YOR072W O2937 YOR29-23	NA	NA	NA	NA	NA	NA	NA
Q08490	80.5	81.69	3.91	SGO1 YOR073W YOR29-24	NA	NA	NA	NA	NA	1	1
Q08491	35.47	14.32	7.51	SKI7 YOR076C YOR29-27	NA	NA	NA	NA	NA	NA	NA
Q08492	28.97	88.78	25.2	BUD21 UTP16 YOR078W YOR29-29	NA	NA	NA	NA	NA	1	1
Q08496	3	0.68	4.81	DIA2 YOR080W YOR29-31	NA	NA	NA	NA	NA	NA	NA
Q08498	13.27	0	1.66	YOR082C O3113	NA	NA	NA	NA	NA	NA	NA
Q08503	3.44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08504	4.62	0	26	YOR105W O3217	NA	NA	NA	NA	NA	NA	NA
Q08521	0.99	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08522	0	0	1.64	IRC14 YOR135C O3323	NA	NA	NA	NA	NA	NA	NA
Q08532	0.76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08533	6.93	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08540	0.64	0	0.078	YOR169C O3605	NA	NA	NA	NA	NA	NA	NA
Q08543	0	0	NA	NA	YOR170W	NA	1	NA	NA	NA	NA
Q08548	13.73	5.81	74.9	ALE1 LCA1 LPT1 SLC4 YOR175C O3635	NA	NA	NA	NA	NA	NA	NA
Q08550	10.34	25.64	1.65	MPC54 YOR177C	NA	NA	NA	NA	NA	1	1
Q08553	2.12	9.57	18.3	SYC1 YOR179C	NA	NA	NA	NA	NA	NA	NA
Q08558	2.95	1.84	0.436	DCI1 ECI2 EHD2 YOR180C	NA	NA	NA	NA	NA	NA	NA
Q08559	0.77	7.75	1.49	FYV12 YOR183W	NA	NA	NA	NA	NA	NA	NA
Q08560	27.08	5.55	1.81	YOR186W	NA	NA	NA	NA	NA	NA	NA
Q08561	67.24	80.17	26.9	IES4 YOR189W	NA	NA	NA	NA	NA	NA	NA
Q08562	56.7	26.31	3.29	ULS1 DIS1 RIS1 TID4 YOR191W	NA	NA	NA	NA	NA	NA	NA
Q08579	16.19	4.67	2.46	THI72 YOR192C	NA	NA	NA	NA	NA	NA	NA
Q08580	16.22	7.18	4.51	PEX27 YOR193W	NA	NA	NA	NA	NA	NA	NA
Q08581	38.97	55.66	39.9	SLK19 YOR195W	NA	NA	NA	NA	NA	NA	NA
Q08601	29.16	35.87	42.6	MCA1 YCA1 YOR197W	NA	NA	NA	NA	NA	1	1
Q08604	11.92	13.76	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08620	3.78	0	2.05	YOR200W O4824	NA	NA	NA	NA	NA	NA	NA
Q08621	4.27	0	0.031	YOR203W O4833	NA	NA	NA	NA	NA	NA	NA
Q08622	17.62	3.05	9.11	GEP3 AIM40 FMP48 YOR205C	NA	NA	NA	NA	NA	NA	NA
Q08630	1.92	0	1.3	IRC13 YOR235W	NA	NA	NA	NA	NA	NA	NA
Q08634	3.96	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08641	51.43	56.21	199	ABP140 TRM140 YOR239W YOR240W	NA	NA	NA	NA	NA	NA	NA
Q08645	10.03	1.27	108	MET7 MET23 YOR241W O5248	NA	NA	NA	NA	NA	NA	NA
Q08646	31.53	6.73	22.9	SSP2 YOR242C O5251	NA	NA	NA	NA	NA	NA	NA
Q08647	17.45	17.15	114	PUS7 YOR243C O5254	NA	NA	NA	NA	NA	NA	NA
Q08649	9.21	15.05	13.2	ESA1 YOR244W O5257	NA	NA	NA	NA	NA	NA	1
Q08650	14.83	5.26	7.16	DGA1 YOR245C	NA	NA	NA	NA	NA	NA	NA
Q08651	4.84	3.33	10.4	ENV9 YOR246C	NA	NA	NA	NA	NA	NA	NA
Q08673	39.04	34.76	13.5	SRL1 YOR247W	NA	NA	NA	NA	NA	NA	NA
Q08681	1	9	15	YOR248W O5276	NA	NA	NA	NA	NA	NA	NA
Q08683	13.86	0.58	3.77	APC5 RMC1 YOR249C	NA	NA	NA	NA	NA	NA	NA
Q08685	4.49	0.67	25.3	CLP1 YOR250C	NA	NA	NA	NA	NA	NA	NA
Q08686	1.97	10.52	64.1	TUM1 YOR251C	NA	NA	NA	NA	NA	1	1
Q08687	13.48	42.69	76.3	TMA16 YOR252W	NA	NA	NA	NA	NA	NA	NA
Q08689	1.13	0	85	"NAT5 YOR253W"	NA	NA	NA	NA	NA	NA	NA
Q08692	6.83	18.7	1.3	OSW1 YOR255W	NA	NA	NA	NA	NA	1	1
Q08693	11.12	13.47	4.63	TRE2 YOR256C	NA	NA	NA	NA	NA	NA	NA
Q08702	0.92	0	4.63	HNT3 YOR258W	NA	NA	NA	NA	NA	NA	1
Q08723	14.79	14.79	264	RPN8 YOR261C O5360	NA	NA	NA	NA	NA	NA	NA
