mouse	human
Q9D1Q6	Q9BS26
Q9D1R1	Q8IUX1
Q9D1R2	Q96EK9
Q9D1T0	Q96FE5
Q9D1T5	Q8IV56
Q9D1X0	O60936
Q9D1X9	P56557
Q9D1Y9	A6NKW6
Q9D1Z2	Q3C1V1
Q9D1Z3	Q6P4H8
Q9D211	Q96HQ2
Q9D219	O00512
Q9D232	Q6ZMD2
Q9D236	P83110
Q9D240	Q9NW61
Q9D241	Q9NXI6
Q9D244	Q93091
Q9D258	Q8N6N7
Q9D263	Q6UDR6
Q9D267	Q8WX39
Q9D269	Q9H112
Q9D270	Q8IVQ6
Q9D273	Q96EY8
Q9D275	Q9NR55
Q9D279	Q8IVT2
Q9D281	Q8IWE2
Q9D287	O75934
Q9D289	Q86SZ2
Q9D291	Q9BSY9
Q9D2A5	Q8TEY5
Q9D2C2	Q96ER3
Q9D2C6	Q9Y535
Q9D2C7	P55061
Q9D2C9	Q92966
Q9D2D7	Q8N1G0
Q9D2D9	Q8IXV7
Q9D2E1	Q96PN8
Q9D2E2	Q96GM8
Q9D2E9	Q8WZ59
Q9D2F0	A6NLX4
Q9D2F5	Q5TH74
Q9D2F7	Q5VU65
Q9D2G2	P36957
Q9D2G5	O15056
Q9D2G9	Q6UWX4
Q9D2H2	Q96M32
Q9D2H5	Q8IWZ5
Q9D2H6	Q02086
Q9D2H8	Q8TC99
Q9D2H9	Q8NEP3
Q9D2I5	Q7Z3E5
Q9D2J4	Q86XK7
Q9D2J7	Q9NU02
Q9D2K4	Q86VS3
Q9D2L1	Q6UWY0
Q9D2L5	Q8N436
Q9D2L6	Q8IZF3
Q9D2L9	Q96PZ2
Q9D2M8	Q15819
Q9D2N4	Q9Y4J8
Q9D2N8	Q8N3T1
Q9D2N9	Q96AX1
Q9D2P4	Q9BTM9
Q9D2P8	Q13875
Q9D2Q2	Q8IYL2
Q9D2Q3	Q9H8K7
Q9D2Q8	Q9HCY8
Q9D2R0	Q86V21
Q9D2R6	Q9Y2R0
Q9D2R8	Q9Y291
Q9D2S4	Q96KW9
Q9D2U5	Q9BRA0
Q9D2U9	P58876
Q9D2V5	Q9Y312
Q9D2V7	
Q9D2V7	P57737
Q9D2V8	Q14728
Q9D2W0	P59646
Q9D2X0	Q53RE8
Q9D2X5	Q9Y6X3
Q9D2X8	Q96K31
Q9D2Y4	Q8NB16
Q9D2Y5	Q7Z614
Q9D2Y6	Q8TCJ0
Q9D2Y9	A1L3X0
Q9D2Z1	Q6UY09
Q9D2Z4	Q96LD8
Q9D2Z8	Q96FN5
Q9D300	Q8N431
Q9D304	Q8TEB7
Q9D305	Q9H0W7
Q9D306	Q9UBM8
Q9D309	P58499
Q9D311	Q1HG44
Q9D312	P35900
Q9D321	"Q96G79,L0R6Q1"
Q9D328	Q53FP2
Q9D338	P49406
Q9D342	Q8WVE7
Q9D358	P24666
Q9D361	Q6IEG0
Q9D379	P07099
Q9D384	Q16560
Q9D385	Q9Y2Y0
Q9D387	Q9UJQ1
Q9D394	Q7L099
Q9D3A9	Q9H313
Q9D3B1	Q6Y1H2
Q9D3D0	Q9BTX7
Q9D3D9	P30049
Q9D3E6	Q8WVM7
Q9D3F7	Q9NX09
Q9D3G2	Q9P0V8
Q9D3G5	O75558
Q9D3G9	Q15669
Q9D3H0	Q96HE8
Q9D3I6	Q8IUC3
Q9D3J5	Q5VYY1
Q9D3J8	Q6UX39
Q9D3J9	Q9HAI6
Q9D3L0	Q8TBP5
Q9D3N2	Q9HAE3
Q9D3N8	Q5TC63
Q9D3P1	Q5QJ38
Q9D3P8	Q9HBL7
Q9D3P9	P30990
Q9D3R3	Q9P209
Q9D3R6	Q8IYT4
Q9D3R9	Q5H9L4
Q9D3S3	Q8TEQ0
Q9D3S5	Q6NXP6
Q9D3S9	Q9H3G5
Q9D3U0	Q3MIT2
Q9D3V1	Q96DY2
Q9D3W1	Q9UHP6
Q9D3W4	Q9UHW5
Q9D3W5	Q8N4P6
Q9D3X5	Q8N7B6
Q9D3X9	O75121
Q9D404	Q9NWU1
Q9D411	Q6SA08
Q9D413	Q7Z4S9
Q9D415	O14490
Q9D416	Q5H913
Q9D417	O75426
Q9D424	O75952
Q9D428	Q2TAP0
Q9D439	Q96M91
Q9D478	Q9ULJ1
Q9D479	Q2YD98
Q9D483	Q9BUI4
Q9D485	Q5JST6
Q9D486	Q8IY22
Q9D489	
Q9D494	Q8NHR7
Q9D495	Q8N0S2
Q9D4A5	Q6ZW13
Q9D4B1	Q8NHU3
Q9D4B2	Q96NG3
Q9D4C1	Q8N9Z9
Q9D4C5	Q96JC9
Q9D4C6	Q9P2M1
Q9D4C9	Q8IUQ0
Q9D4D4	Q9H0I9
Q9D4F2	Q8IY26
Q9D4F8	Q9UGJ1
Q9D4G1	Q9NYP8
Q9D4G2	O75031
Q9D4G9	Q9H9A7
Q9D4H1	Q96KP1
Q9D4H2	Q96CN9
Q9D4H4	Q8IY63
Q9D4H7	Q496Y0
Q9D4H8	Q13617
Q9D4H9	O94880
Q9D4I2	Q5TIA1
Q9D4J1	Q9BUP0
Q9D4J3	Q8N8Z6
Q9D4J7	Q8IWS0
Q9D4K4	Q96PS1
Q9D4K5	Q6J272
Q9D4K7	Q8IYK2
Q9D4M9	Q7Z4T8
Q9D4P0	Q96KC2
Q9D4Q1	Q9H4K1
Q9D4R2	A6NG13
Q9D4V0	Q9HBU6
Q9D4V3	Q8IWF9
Q9D4V4	Q9H5J8
Q9D4V6	Q6UXN7
Q9D4V7	Q5HYI8
Q9D4W2	Q8NCR3
Q9D4Y8	A0A1B0GVZ9
Q9D504	Q92527
Q9D513	Q8N635
Q9D516	P13994
Q9D517	Q9NRZ7
Q9D518	Q96M60
Q9D529	Q6ICG8
Q9D531	Q5VZ03
Q9D534	Q5TFG8
Q9D552	Q96L03
Q9D554	Q12874
Q9D563	B3SHH9
Q9D565	B1ANS9
Q9D572	Q5T124
Q9D593	Q96A05
Q9D5A0	Q6UW49
Q9D5A9	Q5GAN6
Q9D5D8	Q8N8U2
Q9D5E4	Q9H069
Q9D5H4	Q8N4E7
Q9D5I4	Q8N7M0
Q9D5J6	Q9UHJ6
Q9D5K1	Q6P7N7
Q9D5K4	Q96BU1
Q9D5L7	Q96BD6
Q9D5N8	Q86VE3
Q9D5P4	Q8NCV1
Q9D5R3	Q9Y592
Q9D5R4	Q5VX52
Q9D5S7	Q96M69
Q9D5T0	Q8NBU5
Q9D5T7	Q86X24
Q9D5U5	Q08623
Q9D5U8	Q96M20
Q9D5U9	Q6ZW33
Q9D5V2	Q6JEL2
Q9D5V5	Q93034
Q9D5V6	Q96A49
Q9D5W4	Q6ZN84
Q9D5W8	Q8TBZ9
Q9D5Y0	Q8N865
Q9D5Y1	Q9UFE4
Q9D5Z5	Q4VC12
Q9D600	Q9Y248
Q9D611	Q9BR26
Q9D618	Q3ZCT8
Q9D620	Q6WKZ4
Q9D638	Q9BYR6
Q9D646	O76011
Q9D650	Q96KN4
Q9D658	O75365
Q9D659	Q9H7M9
Q9D662	Q15437
Q9D665	Q8WUS8
Q9D666	O94901
Q9D668	Q8TBH0
Q9D684	Q8WYP3
Q9D687	Q695T7
Q9D695	O75635
Q9D6A1	Q8N1T3
Q9D6D8	Q8IXY8
Q9D6E4	Q8N6N2
Q9D6F4	P48169
Q9D6F9	P04350
Q9D6G5	Q9NPI0
Q9D6G9	Q96DZ9
Q9D6H2	Q9Y547
Q9D6H5	Q9NPG8
Q9D6I3	Q8NHR9
Q9D6I7	Q5T7M9
Q9D6I9	Q96LR2
Q9D6J1	Q9HA82
Q9D6J3	Q9BW85
Q9D6J4	Q96P71
Q9D6J5	O95169
Q9D6J6	P19404
Q9D6K5	P57105
Q9D6K7	Q6PID6
Q9D6K8	Q9BWH2
Q9D6K9	Q8N5B7
Q9D6L8	Q9H2H8
Q9D6M3	Q9H936
Q9D6N1	Q8N1Q1
Q9D6N5	Q14919
Q9D6P8	P27482
Q9D6R2	P50213
Q9D6S7	Q96E11
Q9D6T0	Q9Y314
Q9D6T1	Q9UJT0
Q9D6U8	Q96A26
Q9D6V8	Q9BPZ3
Q9D6W7	Q6UWJ8
Q9D6W8	Q96GS4
Q9D6X5	Q9NQ40
Q9D6X6	O95084
Q9D6Y1	Q9BQI4
Q9D6Y4	Q96FH0
Q9D6Y7	Q9UJ68
Q9D6Y9	Q04446
Q9D6Z0	Q9BT30
Q9D6Z1	O00567
Q9D6Z6	Q9NZH7
Q9D700	Q9BV47
Q9D701	B0FP48
Q9D702	Q8NDY8
Q9D706	Q9H6T3
Q9D708	Q96FQ6
Q9D709	Q9BSE2
Q9D710	Q9Y320
Q9D711	O00625
Q9D720	Q8WV22
Q9D722	Q9NX31
Q9D733	P55259
Q9D735	Q9BQ61
Q9D738	Q8WXK4
Q9D742	Q9NUS5
Q9D752	Q9UI95
Q9D753	Q96B26
Q9D757	A0PJW8
Q9D771	Q9H813
Q9D772	Q8IW50
Q9D773	Q5T653
Q9D777	O75888
Q9D780	Q96A28
Q9D783	Q2TBA0
Q9D786	O94927
Q9D787	Q13356
Q9D799	Q96DP5
Q9D7A6	P09132
Q9D7A8	Q9NVT9
Q9D7B1	Q9NX74
Q9D7B6	Q9UKU7
Q9D7B7	Q8TED1
Q9D7C9	Q9NPI5
Q9D7D1	M0QZC1
Q9D7D2	Q86WD7
Q9D7D7	Q96B33
Q9D7E3	Q8WZ82
Q9D7E4	Q9UFG5
Q9D7F2	Q8NI32
Q9D7F7	Q96CF2
Q9D7G0	P60891
Q9D7G4	Q9NYK6
Q9D7H2	Q86VZ2
Q9D7H3	O00442
Q9D7H4	Q5T686
Q9D7I0	Q8N114
Q9D7I5	Q9H008
Q9D7I8	Q9H4H8
Q9D7I9	O43548
Q9D7J4	Q5RI15
Q9D7J6	P49184
Q9D7J7	Q96L46
Q9D7J9	Q96DC8
Q9D7K2	Q86WV5
Q9D7K5	Q9NW81
Q9D7L8	Q6UXZ0
Q9D7M1	Q9NWU2
Q9D7M8	O15514
Q9D7N2	Q6PEX3
Q9D7N3	P82933
Q9D7N6	Q8TCC3
Q9D7N9	Q9HDC9
Q9D7P0	Q9BYR6
Q9D7P6	Q9H1K1
Q9D7P7	O95833
Q9D7P9	Q96P63
Q9D7Q0	Q8N1E2
Q9D7Q1	Q13231
Q9D7R2	Q969W9
Q9D7R7	P20142
Q9D7S0	Q6UX82
Q9D7S1	Q969K7
Q9D7S9	Q9NZZ3
Q9D7T1	Q6BDI9
Q9D7U6	Q8N7P3
Q9D7V1	Q9H788
Q9D7V2	Q8IV50
Q9D7V9	Q02083
Q9D7W4	Q96FV3
Q9D7W5	Q96G25
Q9D7X1	Q8WVF5
Q9D7X3	P51452
Q9D7X8	O75223
Q9D7Y9	Q5VYV7
Q9D7Z3	Q9UMY1
Q9D7Z6	A8K7I4
Q9D7Z7	Q6UWN5
Q9D805	O14815
Q9D806	A8MXK1
Q9D808	Q9Y6J6
Q9D816	P33260
Q9D818	Q86UD0
Q9D819	Q15181
Q9D823	P61927
Q9D826	Q9P0Z9
Q9D832	Q9UDY4
Q9D842	Q8IW19
Q9D844	Q9NNZ3
Q9D845	Q8N6V9
Q9D850	Q96MH6
Q9D853	Q5JPI9
Q9D855	P14927
Q9D856	Q6ZMH5
Q9D864	Q9GZN1
Q9D868	O43447
Q9D869	O43745
Q9D871	A8MTB9
Q9D880	Q3ZCQ8
Q9D882	Q96D05
Q9D892	Q9BY32
Q9D898	Q9BPX5
Q9D8B1	Q9NVV5
Q9D8B3	Q9H444
Q9D8B4	Q86Y39
Q9D8B6	Q96KR6
Q9D8B7	Q9BX67
Q9D8C2	O95857
Q9D8C4	P80217
Q9D8C6	Q9P086
Q9D8C8	Q8TAP8
Q9D8D0	Q96RJ3
Q9D8E6	P36578
Q9D8F1	Q9NXW9
Q9D8F3	Q9HAB3
Q9D8G5	Q9BYZ8
Q9D8H7	Q96E52
Q9D8I1	Q8WU39
Q9D8I2	Q9BPV8
Q9D8I3	A6NK44
Q9D8K3	Q96Q80
Q9D8K8	Q9BZJ4
Q9D8L0	Q96A22
Q9D8L5	Q7Z6B0
Q9D8M3	Q6P1K1
Q9D8M4	Q6DKI1
Q9D8M7	Q8WUB8
Q9D8N0	P26641
Q9D8N1	Q96F05
Q9D8N2	Q8TCE6
Q9D8N3	Q8N2M4
Q9D8N6	Q96GY3
Q9D8P4	Q9NRX2
Q9D8P7	Q969F1
Q9D8Q6	Q8IXP5
Q9D8S3	Q9NP61
Q9D8S4	Q9Y3B8
Q9D8S9	Q9Y3E2
Q9D8T0	P98173
Q9D8T2	P57764
Q9D8T3	Q8TAI7
Q9D8T4	Q9NYZ1
Q9D8T7	Q9GZT3
Q9D8U2	Q96HV5
Q9D8U3	Q96DN0
Q9D8U4	Q9BXJ5
Q9D8U6	Q8IX19
Q9D8U7	Q8N5C7
Q9D8U8	Q9Y5X3
Q9D8V0	Q8TCT9
Q9D8V7	Q9BY50
Q9D8W5	O00232
Q9D8W7	Q56VL3
Q9D8X0	Q9NQG1
Q9D8X1	Q9NTM9
Q9D8X2	Q96CT7
Q9D8X5	Q9UFF9
Q9D8Y0	Q96C19
Q9D8Y1	Q9H061
Q9D8Y7	Q6P589
Q9D8Y8	Q8WYH8
Q9D8Z1	Q8N9N2
Q9D8Z2	O43715
Q9D8Z6	Q9BSB4
Q9D902	P29084
Q9D903	Q99848
Q9D906	O95352
Q9D915	Q9NR00
Q9D920	Q969J3
Q9D924	Q9BUE6
Q9D925	Q96KX0
Q9D937	E9PRG8
Q9D938	Q9NX00
Q9D939	O00338
Q9D945	Q9BRT6
Q9D952	Q92817
Q9D956	Q96A59
Q9D958	Q9Y6A9
Q9D964	P50440
Q9D967	Q86V88
Q9D968	Q9Y5Z7
Q9D975	Q9BYN0
Q9D979	Q86WR6
Q9D992	Q3KP22
Q9D994	Q5JTN6
Q9D995	Q8N815
Q9D9A7	E9PB15
Q9D9B0	Q6NSX1
Q9D9B4	Q9H2I8
Q9D9B7	Q53SZ7
Q9D9C6	A6NF36
Q9D9C7	Q6ZUJ4
Q9D9D3	Q8IYX1
Q9D9D5	Q8N6Q1
Q9D9D9	Q5VU69
Q9D9E0	Q8WUG5
Q9D9F8	Q8TD10
Q9D9G2	Q96S96
Q9D9G3	Q9UKJ5
Q9D9H2	Q8NHS1
Q9D9H3	Q8WWY6
Q9D9H8	Q8N8R5
Q9D9I1	Q6ZNM6
Q9D9I4	Q96BZ9
Q9D9J2	O43247
Q9D9J3	Q8TDG2
Q9D9J7	Q8IYV9
Q9D9J8	Q9BQP9
Q9D9K3	Q9NQS1
Q9D9K8	Q8N6M8
Q9D9L5	Q8TDY3
Q9D9M2	O75317
Q9D9M4	Q8IXQ8
Q9D9M5	Q8TCD6
Q9D9N5	A0PJX0
Q9D9N8	Q9BSG0
Q9D9P2	Q8IW40
Q9D9P8	Q96L11
Q9D9Q0	Q6ZNQ3
Q9D9Q6	Q96L12
Q9D9R3	Q9BWV2
Q9D9S1	Q9BZE7
Q9D9S2	Q6GV28
Q9D9S3	Q9UIY3
Q9D9T0	Q8WWB3
Q9D9T6	Q8NHX4
Q9D9T8	Q5JVL4
Q9D9U4	C9J3V5
Q9D9V2	Q9NQ60
Q9D9V3	Q9NTX5
Q9D9V4	Q9H1X1
Q9D9V7	Q8NEG7
Q9D9W0	Q9H0A9
Q9D9W1	Q8TCI5
Q9D9W6	Q8IXS0
Q9D9X6	Q8NEG5
Q9D9X8	Q8IXA5
Q9D9Z1	Q9Y448
Q9D9Z5	Q9BW61
Q9DA01	
Q9DA03	Q5U5X0
Q9DA04	A2RUT3
Q9DA08	Q96ES7
Q9DA11	O75951
Q9DA15	P0DJG4
Q9DA17	Q96PP4
Q9DA19	Q86X95
Q9DA21	A6NFE2
Q9DA32	Q8TC36
Q9DA37	Q96LT4
Q9DA39	Q9HC24
Q9DA42	Q9H1P6
Q9DA44	Q96A04
Q9DA47	Q8WW34
Q9DA48	Q9HBV2
Q9DA57	Q9BR10
Q9DA60	Q53QW1
Q9DA64	Q8N9R6
Q9DA69	Q96FT9
Q9DA73	Q8N998
Q9DA79	Q9H4B8
Q9DA80	Q86UC2
Q9DA97	Q6ZU15
Q9DAA3	Q96KX1
Q9DAA4	A4D1T9
Q9DAA6	Q9Y3B2
Q9DAA7	Q5SVJ3
Q9DAC0	Q8TAZ6
Q9DAC7	Q5I0X7
Q9DAC9	Q8N7G0
Q9DAD0	Q5T5A4
Q9DAD6	P60673
Q9DAE7	A0A1B0GVM6
Q9DAE8	Q96LT6
Q9DAF3	Q8WTU0
Q9DAF8	C9J302
Q9DAG4	Q96LM6
Q9DAG5	Q8N801
Q9DAG6	Q6UWM5
Q9DAG9	Q9BWX1
Q9DAH1	Q9UJQ7
Q9DAH2	Q8WWF5
Q9DAI2	Q9H7X7
Q9DAI4	O43298
Q9DAI6	Q49AJ0
Q9DAI9	Q5VZ52
Q9DAJ2	Q969V4
Q9DAJ4	Q9BRX9
Q9DAJ5	Q8TF09
Q9DAK2	Q96M98
Q9DAK3	O94844
Q9DAK4	A6NFH5
Q9DAK9	Q9NRX4
Q9DAL0	A6NLE4
Q9DAL3	Q8NEL0
Q9DAL7	A8MTL0
Q9DAM1	Q8IZ02
Q9DAM2	A8MZ26
Q9DAM3	Q9BQS6
Q9DAM5	Q9HC21
Q9DAM7	Q8WUH6
Q9DAM9	Q8TC84
Q9DAN1	Q8N807
Q9DAN6	Q8WW33
Q9DAN9	B2RV13
Q9DAP0	Q96FV0
Q9DAP7	Q9NVP2
Q9DAQ4	A6NN90
Q9DAQ5	A8MV24
Q9DAQ9	Q7Z5L4
Q9DAR0	A4QMS7
Q9DAR7	Q96C86
Q9DAS1	Q9UBR5
Q9DAS2	A6NJV1
Q9DAS9	Q9UBI6
Q9DAT2	Q9NV56
Q9DAT5	O75648
Q9DAU1	Q9BT09
Q9DAU7	Q14508
Q9DAU9	Q8IZM8
Q9DAV9	Q9NVV0
Q9DAW6	O43172
Q9DAW9	Q15417
Q9DAX2	O43688
Q9DAX9	Q92624
Q9DAY5	Q7Z4R8
Q9DAZ5	Q9BVV8
Q9DAZ9	Q96K21
Q9DB00	Q3T8J9
Q9DB05	P54920
Q9DB07	Q9NQC8
Q9DB10	Q9H4I9
Q9DB15	P52815
Q9DB16	Q9H9S4
Q9DB20	P48047
Q9DB25	Q9Y673
Q9DB26	Q5SRE7
Q9DB27	Q9ULC4
Q9DB28	Q969H6
Q9DB29	Q2TAA2
Q9DB30	P15735
Q9DB32	Q6PII5
Q9DB34	O43633
Q9DB38	Q9UK33
Q9DB40	Q6P2C8
Q9DB41	Q9H1K4
Q9DB42	O00488
Q9DB43	O95159
Q9DB50	P56377
Q9DB52	Q96E09
Q9DB54	Q8WUB2
Q9DB60	Q8TBF2
Q9DB70	Q8IVP5
Q9DB72	A6NE02
Q9DB73	Q9UHQ9
Q9DB75	Q9H305
Q9DB76	Q9Y3B6
Q9DB77	P22695
Q9DB85	O43159
Q9DB90	Q9H0W8
Q9DB91	Q9NX70
Q9DB94	Q7Z5U6
Q9DB96	Q8NEJ9
Q9DB98	Q96BZ8
Q9DBA6	Q2T9J0
Q9DBA8	Q96NU7
Q9DBA9	P32780
Q9DBB1	Q16828
Q9DBB4	Q6N069
Q9DBB5	Q8N5X7
Q9DBB8	Q9UQ10
Q9DBB9	P22792
Q9DBC0	Q9BVL4
Q9DBC3	Q8N1G2
Q9DBC7	P10644
Q9DBD2	Q5T0T0
Q9DBD5	Q8IZL8
Q9DBE0	Q9Y600
Q9DBE8	Q9H553
Q9DBE9	Q8IY81
Q9DBF1	P49419
Q9DBF7	Q9NXE8
Q9DBG1	Q02318
Q9DBG5	O60664
Q9DBG6	P04844
Q9DBG7	P08240
Q9DBG9	O14907
Q9DBH0	O00308
Q9DBH5	Q12907
Q9DBI0	Q8IU80
Q9DBI2	Q8TAM1
Q9DBJ1	P18669
Q9DBJ3	Q9UHR4
Q9DBK0	Q8WYK0
Q9DBL1	P45954
Q9DBL2	Q9NXN4
Q9DBL7	Q13057
Q9DBL9	Q8WTS1
Q9DBM0	Q9H221
Q9DBM1	Q9BRR8
Q9DBM2	Q08426
Q9DBN4	Q96A73
Q9DBN5	Q86WA8
Q9DBN9	Q5T1V6
Q9DBP0	O95436
Q9DBP5	P30085
Q9DBQ7	Q8IZE3
Q9DBQ9	Q5T5J6
Q9DBR0	O43823
Q9DBR1	Q9H0D6
Q9DBR2	Q8NE31
Q9DBR3	Q8IUR7
Q9DBR4	Q92870
Q9DBR7	O14974
Q9DBS1	Q9BTV4
Q9DBS2	Q5T0D9
Q9DBS4	Q9NUZ1
Q9DBS5	Q9NSK0
Q9DBS9	Q9H4L5
Q9DBT3	Q96F63
Q9DBT4	Q9Y227
Q9DBT5	Q01433
Q9DBT9	Q9UI17
Q9DBU0	O15321
Q9DBU2	Q9H7X0
Q9DBU3	O14730
Q9DBU5	Q9Y252
Q9DBU6	Q96IZ7
Q9DBV3	Q14147
Q9DBV4	Q9BRK3
Q9DBW0	Q6ZWL3
Q9DBW3	Q8N6N6
Q9DBX1	Q9H4X1
Q9DBX2	Q13371
Q9DBX3	Q9UGT4
Q9DBX6	Q96SQ9
Q9DBX7	Q9NQ87
Q9DBY0	Q8IVH2
Q9DBY1	Q86TM6
Q9DBY4	Q7L0X0
Q9DBY5	O95503
Q9DBY8	O15381
Q9DBZ1	Q70UQ0
Q9DBZ5	Q9UBQ5
Q9DBZ9	Q6ZW31
Q9DC04	P49796
Q9DC11	Q6UX71
Q9DC16	Q969X5
Q9DC22	Q58WW2
Q9DC23	Q8IXB1
Q9DC26	Q7Z3Q1
Q9DC28	P48730
Q9DC29	Q9NP58
Q9DC33	Q9NP66
Q9DC37	Q9H3U5
Q9DC40	Q9Y4R8
Q9DC48	O60508
Q9DC50	Q9UKG9
Q9DC51	P08754
Q9DC53	Q86YQ8
Q9DC58	Q8N682
Q9DC60	Q9Y5Z9
Q9DC61	Q10713
Q9DC63	Q9UK99
Q9DC69	Q16795
Q9DC70	O75251
Q9DC71	P82914
Q9DC77	Q9UHP9
Q9DCA2	P82912
Q9DCA5	Q8TDN6
Q9DCA7	Q9NYX4
Q9DCB4	Q9UBL0
Q9DCB8	Q86U28
Q9DCC3	Q8WV48
Q9DCC4	Q53H96
Q9DCC8	Q15388
Q9DCD0	P52209
Q9DCD2	Q9HCS7
Q9DCD5	Q5JTD0
Q9DCD6	O95166
Q9DCE5	Q9NWT1
Q9DCF1	Q86YD3
Q9DCF9	Q9UNL2
Q9DCG2	Q8IX05
Q9DCG6	P30039
Q9DCG9	Q9UI30
Q9DCH2	O75817
Q9DCH4	O00303
Q9DCH6	Q6FIF0
Q9DCI3	O95772
Q9DCI9	Q9BYC8
Q9DCJ1	Q9BVC4
Q9DCJ5	P51970
Q9DCJ7	Q9NWT8
Q9DCJ9	Q9BXD5
Q9DCK3	O14817
Q9DCK4	Q96IQ9
Q9DCL2	Q9H5X1
Q9DCL4	A6NJ78
Q9DCL8	P41236
Q9DCL9	P22234
Q9DCM0	O95571
Q9DCM2	Q9Y2Q3
Q9DCM4	O96015
Q9DCM7	Q96BF6
Q9DCN1	Q9BQG2
Q9DCN7	Q5M7Z0
Q9DCP2	Q99624
Q9DCP9	Q15038
Q9DCQ2	A6ND91
Q9DCQ3	Q6ZVE7
Q9DCR2	Q92572
Q9DCR4	Q9Y6B2
Q9DCS1	Q96HP8
Q9DCS2	Q96S19
Q9DCS3	Q9BV79
Q9DCS9	O96000
Q9DCT1	Q96JD6
Q9DCT2	O75489
Q9DCT5	Q99470
Q9DCT6	Q8IXM2
Q9DCU0	Q9NXK6
Q9DCU2	Q9Y342
Q9DCU6	Q9BYD3
Q9DCU9	Q86XE5
Q9DCV3	Q96PD7
Q9DCV4	Q96DB5
Q9DCV6	Q14154
Q9DCV7	P08729
Q9DCW4	P38117
Q9DCX1	Q15013
Q9DCX2	O75947
Q9DCX7	Q8WUU8
Q9DCX8	Q6PHW0
Q9DCZ1	P36959
Q9DCZ4	Q9BUR5
Q9DD02	Q53FT3
Q9DD03	P51153
Q9DD06	Q99969
Q9DD16	Q9BRQ3
Q9DD18	Q8TEA8
Q9DD19	Q02833
Q9DD20	Q6UX53
Q9DD24	Q9UHQ7
Q9EP52	Q9GZX9
Q9EP53	Q92574
Q9EP64	Q9H2S6
Q9EP66	Q8TDS4
Q9EP69	Q9NTJ5
Q9EP71	Q9P0K7
Q9EP72	Q9NPA0
Q9EP73	Q9NZQ7
Q9EP75	Q9HCS2
Q9EP78	Q9NS84
Q9EP82	P57081
Q9EP89	P83111
Q9EP97	Q9H4L4
Q9EPA7	Q9HAN9
Q9EPB4	Q9ULZ3
Q9EPB5	Q9H4I8
Q9EPB7	Q9GZN0
Q9EPC1	Q9NVD7
Q9EPC2	Q9GZV9
Q9EPC5	Q96R05
Q9EPE9	Q9HD20
Q9EPJ9	Q8N6T3
Q9EPK2	O75695
Q9EPK5	Q9GZV5
Q9EPK6	Q9H173
Q9EPK7	Q9UIA9
Q9EPK8	Q9HBA0
Q9EPL0	Q9H1B5
Q9EPL2	O94985
Q9EPL4	Q9H1A3
Q9EPL5	P03956
Q9EPL8	O95373
Q9EPL9	O15254
Q9EPM5	Q9H7C4
Q9EPN1	Q8NFP9
Q9EPQ1	Q15399
Q9EPQ2	Q96KN7
Q9EPQ7	Q9NSY2
Q9EPQ8	Q9UGU0
Q9EPR2	Q9BZM1
Q9EPR4	Q9UGH3
Q9EPR5	Q96PQ0
Q9EPS2	P10082
Q9EPS3	O94923
Q9EPT5	Q92959
Q9EPU0	Q92900
Q9EPU4	Q10570
Q9EPU5	O75509
Q9EPV8	Q9BZL1
Q9EPW0	Q96PE3
Q9EPW2	Q9UIH9
Q9EPW4	O75596
Q9EPW9	Q9Y2C9
Q9EPX2	O95428
Q9EPX5	Q9NXK8
Q9EPZ6	O95935
Q9EQ00	Q96C74
Q9EQ06	Q8NBQ5
Q9EQ09	P78380
Q9EQ14	Q9NPF7
Q9EQ15	Q9BYB4
Q9EQ16	O00574
Q9EQ20	Q02252
Q9EQ28	Q15054
Q9EQ31	Q9UBY5
Q9EQ32	Q6ZUJ8
Q9EQ61	O00541
Q9EQ80	Q9GZT8
Q9EQB9	Q9HBT7
Q9EQC0	O43916
Q9EQC1	Q9H2F3
Q9EQC4	Q9GZR5
Q9EQC5	Q96KG9
Q9EQC7	O95633
Q9EQD0	Q13467
Q9EQF2	P23276
Q9EQF4	A6ND01
Q9EQF5	Q14117
Q9EQF6	Q9BPU6
Q9EQG3	O95171
Q9EQG5	Q3B7T3
Q9EQG7	Q9UJA9
Q9EQG9	Q9Y5P4
Q9EQH2	Q9NZ08
Q9EQH3	Q96QK1
Q9EQH4	Q7Z7C8
Q9EQH7	O95803
Q9EQI8	Q9H2W6
Q9EQJ0	Q9ULQ1
Q9EQJ9	Q5TCQ9
Q9EQK5	Q14764
Q9EQK7	O60725
Q9EQM3	Q9H2Z4
Q9EQM6	Q8WYQ5
Q9EQN3	Q9Y3Q8
Q9EQN9	O60779
Q9EQP2	Q9H223
Q9EQP6	P36575
Q9EQQ0	Q9H5I1
Q9EQQ2	Q969M3
Q9EQQ3	Q9BZJ6
Q9EQQ4	Q9Y5Y3
Q9EQQ9	O60502
Q9EQR3	Q92952
Q9EQR5	Q9H400
Q9EQR6	O15287
Q9EQS3	Q99417
Q9EQS9	Q8TDY8
Q9EQT3	Q7L0Q8
Q9EQT6	Q7L8C5
Q9EQU3	Q9NR96
Q9EQU5	Q01105
Q9EQW6	Q13516
Q9EQW7	Q9H1H9
Q9EQW8	Q9H3R1
Q9EQX0	Q9UBU3
Q9EQX4	Q9BQI0
Q9EQY0	O75460
Q9EQZ6	Q8WZA2
Q9EQZ7	Q9UQ26
